   120218.97628709686      ,   178007.07383213076     
   120019.46891364767      ,   178007.07383213076     
   119819.96150422204      ,   178007.07383213076     
   119620.45405887862      ,   178007.07383213076     
   119420.94657771435      ,   178007.07383213076     
   119221.43906075154      ,   178007.07383213076     
   119021.93150805088      ,   178007.07383213076     
   118822.42391969280      ,   178007.07383213076     
   118622.91629573956      ,   178007.07383213076     
   118423.40863623508      ,   178007.07383213076     
   118223.90094126215      ,   178007.07383213076     
   118024.39321084699      ,   178007.07383213076     
   117824.88544503559      ,   178007.07383213076     
   117625.37764393206      ,   178007.07383213076     
   117425.86980758398      ,   178007.07383213076     
   117226.36193603945      ,   178007.07383213076     
   117026.85402938597      ,   178007.07383213076     
   116827.34608767316      ,   178007.07383213076     
   116627.83811093203      ,   178007.07383213076     
   116428.33009923298      ,   178007.07383213076     
   116228.82205264714      ,   178007.07383213076     
   116029.31397124651      ,   178007.07383213076     
